month,company,stock_market,stock_country,close,vaccaine,phase_1,phase_2,phase_3,authorized,approved,abandoned,US,roc,Number.of.Stocks,Market.Cap,cum_change
3,22,LON,UK,0.82,0,0,0,0,0,0,0,1,-0.05,136654516,54006104.78,-0.14
4,22,LON,UK,1.11,0,0,0,0,0,0,0,1,0.36,153321181,66655835.29,0.17
5,22,LON,UK,2.65,0,0,0,0,0,0,0,1,1.39,160766883,94002874.86,1.79
6,22,LON,UK,2.57,0,0,0,0,0,0,0,1,-0.03,161031169,224609017.7,1.71
7,22,LON,UK,6.99,0,0,0,0,0,0,0,1,1.72,166409013,221326702.2,6.36
8,22,LON,UK,3.53,0,0,0,0,0,0,0,1,-0.49,168540593,522492531.5,2.72
9,22,LON,UK,3.33,0,0,0,0,0,0,0,1,-0.06,190559823,326902655.5,2.51
10,22,LON,UK,3.82,0,0,0,0,0,0,0,1,0.15,191441073,336801269.7,3.02
11,22,LON,UK,2.49,0,0,0,0,0,0,0,1,-0.35,193512501,327133934.6,1.62
12,22,LON,UK,2.02,0,0,0,0,0,0,0,1,-0.19,194612289,248248292.4,1.13
13,22,LON,UK,3.68,0,0,0,0,0,0,0,1,0.82,194612289,242890076.2,2.87
14,22,LON,UK,3.01,0,0,0,0,0,0,0,1,-0.18,194612289,402213649.4,2.17
15,22,LON,UK,2.77,0,0,0,0,0,0,0,1,-0.08,194612289,283199136.7,1.92
16,22,LON,UK,2.61,0,0,0,0,0,0,0,1,-0.06,194612289,265176402.8,1.75
17,22,LON,UK,2.35,0,0,0,0,0,0,0,1,-0.1,194612289,235390389.5,1.47
18,22,LON,UK,2.35,0,0,0,0,0,0,0,1,0,194612289,211363456.6,1.47
19,22,LON,UK,2.13,0,0,0,0,0,0,0,1,-0.09,194612289,198902948.1,1.24
20,22,LON,UK,1.66,0,0,0,0,0,0,0,1,-0.22,194612289,198140696.9,0.75
21,22,LON,UK,1.46,0,0,0,0,0,0,0,1,-0.12,194612289,164525294.3,0.54
22,22,LON,UK,1.42,0,0,0,0,0,0,0,1,-0.03,194612289,128348307.3,0.49
2,23,NASDAQ,USA,15.88,0,0,0,0,0,0,0,1,0.05,27816000,421134240,0.05
3,23,NASDAQ,USA,12.81,0,0,0,0,0,0,0,1,-0.19,27816000,441718080,-0.15
4,23,NASDAQ,USA,14.35,0,0,0,0,0,0,0,1,0.12,27816000,356322960,-0.05
5,23,NASDAQ,USA,17,0,0,0,0,0,0,0,1,0.18,27816000,399159600,0.12
6,23,NASDAQ,USA,15.08,0,0,0,0,0,0,0,1,-0.11,27889000,474113000,0
7,23,NASDAQ,USA,11.03,0,0,0,0,0,0,0,1,-0.27,30108000,454028640,-0.27
8,23,NASDAQ,USA,12.43,0,0,0,0,0,0,0,1,0.13,30108000,332091240,-0.18
9,23,NASDAQ,USA,13.31,0,0,0,0,0,0,0,1,0.07,30108000,374242440,-0.12
10,23,NASDAQ,USA,14.74,0,0,0,0,0,0,0,1,0.11,30118000,400870580,-0.03
11,23,NASDAQ,USA,11.18,0,0,0,0,0,0,0,1,-0.24,30118000,443939320,-0.26
12,23,NASDAQ,USA,12.2,0,0,0,0,0,0,0,1,0.09,39141000,437596380,-0.19
13,23,NASDAQ,USA,12.14,0,0,0,0,0,0,0,1,0,39141000,477520200,-0.2
14,23,NASDAQ,USA,12.98,0,0,0,0,0,0,0,1,0.07,39141000,475171740,-0.14
15,23,NASDAQ,USA,11.07,0,0,0,0,0,0,0,1,-0.15,39142000,508063160,-0.27
16,23,NASDAQ,USA,10.79,0,0,0,0,0,0,0,1,-0.03,39142000,433301940,-0.29
17,23,NASDAQ,USA,10.37,0,0,0,0,0,0,0,1,-0.04,39142000,422342180,-0.32
18,23,NASDAQ,USA,10.44,0,0,0,0,0,0,0,1,0.01,39106000,405529220,-0.31
19,23,NASDAQ,USA,9.52,0,0,0,0,0,0,0,1,-0.09,39106000,408266640,-0.37
20,23,NASDAQ,USA,31.31,0,0,0,0,0,0,0,1,2.29,39106000,372289120,1.07
21,23,NASDAQ,USA,15.76,0,0,0,0,0,0,0,1,-0.5,39106000,1224408860,0.04
22,23,NASDAQ,USA,14.81,0,0,0,0,0,0,0,1,-0.06,39115000,616452400,-0.02
2,25,NASDAQ,USA,1.05,0,0,0,0,0,0,0,0,-0.3,430756000,641826440,-0.3
3,25,NASDAQ,USA,2.67,0,0,0,0,0,0,0,0,1.54,446673000,468113304,0.79
4,25,NASDAQ,USA,3.5,0,0,0,0,0,0,0,0,0.31,446673000,1190383545,1.35
5,25,NASDAQ,USA,2.96,0,0,0,0,0,0,0,0,-0.15,482174000,1687609000,0.99
6,25,NASDAQ,USA,5.68,0,0,0,0,0,0,0,0,0.92,492544000,1457930240,2.81
7,25,NASDAQ,USA,4.97,0,0,0,0,0,0,0,0,-0.13,519698000,2951884640,2.34
8,25,NASDAQ,USA,3.36,0,0,0,0,0,0,0,0,-0.32,519698000,2584977852,1.26
9,25,NASDAQ,USA,2.92,0,0,0,0,0,0,0,0,-0.13,568242000,1909293120,0.96
10,25,NASDAQ,USA,2.49,0,0,0,0,0,0,0,0,-0.15,569068000,1661678560,0.67
11,25,NASDAQ,USA,2.67,0,0,0,0,0,0,0,0,0.07,570751000,1418316235,0.79
12,25,NASDAQ,USA,5.39,0,0,0,0,0,0,0,0,1.02,570751000,1523905170,2.62
13,25,NASDAQ,USA,5.55,0,0,0,0,0,0,0,0,0.03,592384000,3192949760,2.72
14,25,NASDAQ,USA,4.52,0,0,0,0,0,0,0,0,-0.19,599150000,3325282500,2.03
15,25,NASDAQ,USA,2.7,0,0,0,0,0,0,0,0,-0.4,599150000,2708158000,0.81
16,25,NASDAQ,USA,3.14,0,0,0,0,0,0,0,0,0.16,599150000,1617705000,1.11
17,25,NASDAQ,USA,1.9,0,0,0,0,0,0,0,0,-0.39,612875000,1924427500,0.28
18,25,NASDAQ,USA,1.7,0,0,0,0,0,0,0,0,-0.11,612875000,1164462500,0.14
19,25,NASDAQ,USA,1.69,0,0,0,0,0,0,0,0,-0.01,612875000,1041887500,0.13
20,25,NASDAQ,USA,1.38,0,0,0,0,0,0,0,0,-0.18,612875000,1035758750,-0.07
21,25,NASDAQ,USA,1.98,0,0,0,0,0,0,0,0,0.43,634150000,875127000,0.33
22,25,NASDAQ,USA,1.79,0,0,0,0,0,0,0,0,-0.1,651746000,1290457080,0.2
2,26,NASDAQ,USA,69.36,0,0,0,0,0,0,0,1,0.1,1265146000,79957227200,0.1
3,26,NASDAQ,USA,74.76,0,0,0,0,0,0,0,1,0.08,1263637000,87645862320,0.18
4,26,NASDAQ,USA,84,0,0,0,0,0,0,0,1,0.12,1259015000,94123961400,0.33
5,26,NASDAQ,USA,77.83,0,0,0,0,0,0,0,1,-0.07,1259015000,105757000000,0.23
6,26,NASDAQ,USA,76.94,0,0,0,0,0,0,0,1,-0.01,1254373000,97627850590,0.22
7,26,NASDAQ,USA,69.53,0,0,0,0,0,0,0,1,-0.1,1254373000,96511458620,0.1
8,26,NASDAQ,USA,66.75,0,0,0,0,0,0,0,1,-0.04,1254373000,87216554690,0.06
9,26,NASDAQ,USA,63.19,0,0,0,0,0,0,0,1,-0.05,1253724000,83686077000,0
10,26,NASDAQ,USA,58.15,0,0,0,0,0,0,0,1,-0.08,1253724000,79222819560,-0.08
11,26,NASDAQ,USA,60.67,0,0,0,0,0,0,0,1,0.04,1253000000,72861950000,-0.04
12,26,NASDAQ,USA,58.26,0,0,0,0,0,0,0,1,-0.04,1253528000,76051543760,-0.08
13,26,NASDAQ,USA,65.6,0,0,0,0,0,0,0,1,0.13,1253528000,73030541280,0.04
14,26,NASDAQ,USA,61.4,0,0,0,0,0,0,0,1,-0.06,1253528000,82231436800,-0.03
15,26,NASDAQ,USA,64.63,0,0,0,0,0,0,0,1,0.05,1256593000,77154810200,0.02
16,26,NASDAQ,USA,63.47,0,0,0,0,0,0,0,1,-0.02,1259056000,81372789280,0
17,26,NASDAQ,USA,66.11,0,0,0,0,0,0,0,1,0.04,1254000000,79591380000,0.05
18,26,NASDAQ,USA,68.86,0,0,0,0,0,0,0,1,0.04,1254178000,82913707580,0.09
19,26,NASDAQ,USA,68.29,0,0,0,0,0,0,0,1,-0.01,1254178000,86362697080,0.08
20,26,NASDAQ,USA,72.78,0,0,0,0,0,0,0,1,0.07,1254178000,85647815620,0.15
21,26,NASDAQ,USA,69.85,0,0,0,0,0,0,0,1,-0.04,1253809000,91252219020,0.11
22,26,NASDAQ,USA,67.48,0,0,0,0,0,0,0,1,-0.03,1253809000,87578558650,0.07
2,27,SWX,Switzerland,39.89,0,0,0,0,0,0,0,0,-0.05,702562700,235522000000,-0.05
3,27,SWX,Switzerland,40.57,0,0,0,0,0,0,0,0,0.02,702562700,226594000000,-0.03
4,27,SWX,Switzerland,43.47,0,0,0,0,0,0,0,0,0.07,702562700,233579000000,0.04
5,27,SWX,Switzerland,43.35,0,0,0,0,0,0,0,0,0,702562700,242884000000,0.04
6,27,SWX,Switzerland,43.38,0,0,0,0,0,0,0,0,0,702562700,241275000000,0.04
7,27,SWX,Switzerland,43.1,0,0,0,0,0,0,0,0,-0.01,702562700,245578000000,0.03
8,27,SWX,Switzerland,43.7,0,0,0,0,0,0,0,0,0.01,702562700,243969000000,0.05
9,27,SWX,Switzerland,42.81,0,0,0,0,0,0,0,0,-0.02,702562700,245457000000,0.02
10,27,SWX,Switzerland,39.99,0,0,0,0,0,0,0,0,-0.07,702562700,241959000000,-0.04
11,27,SWX,Switzerland,40.82,0,0,0,0,0,0,0,0,0.02,702562700,233557000000,-0.02
12,27,SWX,Switzerland,43.84,0,0,0,0,0,0,0,0,0.07,702562700,231282000000,0.05
13,27,SWX,Switzerland,43.41,0,0,0,0,0,0,0,0,-0.01,702562700,244160000000,0.04
14,27,SWX,Switzerland,41.1,0,0,0,0,0,0,0,0,-0.05,702562700,246816000000,-0.02
15,27,SWX,Switzerland,40.56,0,0,0,0,0,0,0,0,-0.01,702562700,234923000000,-0.03
16,27,SWX,Switzerland,40.71,0,0,0,0,0,0,0,0,0,702562700,230608000000,-0.03
17,27,SWX,Switzerland,43.76,0,0,0,0,0,0,0,0,0.07,702562700,229864000000,0.05
18,27,SWX,Switzerland,46.99,0,0,0,0,0,0,0,0,0.07,702562700,243312000000,0.12
19,27,SWX,Switzerland,48.26,0,0,0,0,0,0,0,0,0.03,702562700,270824000000,0.15
20,27,SWX,Switzerland,50.22,0,0,0,0,0,0,0,0,0.04,702562700,269461000000,0.2
21,27,SWX,Switzerland,45.47,0,0,0,0,0,0,0,0,-0.09,702562700,281792000000,0.09
22,27,SWX,Switzerland,47.23,0,0,0,0,0,0,0,0,0.04,702562700,262958000000,0.13
2,28,NASDAQ,USA,3,0,0,0,0,0,0,0,1,0.05,154059000,439068150,0.05
3,28,NASDAQ,USA,2,0,0,0,0,0,0,0,1,-0.33,154059000,462177000,-0.3
4,28,NASDAQ,USA,3.91,0,0,0,0,0,0,0,1,0.96,154192000,308384000,0.37
5,28,NASDAQ,USA,4.5,0,0,0,0,0,0,0,1,0.15,154257000,603144870,0.58
6,28,NASDAQ,USA,4.76,0,0,0,0,0,0,0,1,0.06,154357000,693834715,0.67
7,28,NASDAQ,USA,4.07,0,0,0,0,0,0,0,1,-0.14,176401000,840550765,0.43
8,28,NASDAQ,USA,4.15,0,0,0,0,0,0,0,1,0.02,176401000,717952070,0.46
9,28,NASDAQ,USA,3.44,0,0,0,0,0,0,0,1,-0.17,176566000,732748900,0.21
10,28,NASDAQ,USA,3.82,0,0,0,0,0,0,0,1,0.11,176566000,606504210,0.34
11,28,NASDAQ,USA,5.11,0,0,0,0,0,0,0,1,0.34,176566000,674482120,0.79
12,28,NASDAQ,USA,7.45,0,0,0,0,0,0,0,1,0.46,176566000,902252260,1.61
13,28,NASDAQ,USA,8.52,0,0,0,0,0,0,0,1,0.14,176566000,1315416700,1.99
14,28,NASDAQ,USA,10.78,0,0,0,0,0,0,0,1,0.27,176566000,1504342320,2.78
15,28,NASDAQ,USA,10.17,0,0,0,0,0,0,0,1,-0.06,176883000,1906798740,2.57
16,28,NASDAQ,USA,11.64,0,0,0,0,0,0,0,1,0.14,177183000,1801951110,3.08
17,28,NASDAQ,USA,15.77,0,0,0,0,0,0,0,1,0.35,177648000,2066934480,4.53
18,28,NASDAQ,USA,15.81,0,0,0,0,0,0,0,1,0,177696000,2802265920,4.55
19,28,NASDAQ,USA,16.12,0,0,0,0,0,0,0,1,0.02,177696000,2809373760,4.66
20,28,NASDAQ,USA,15.92,0,0,0,0,0,0,0,1,-0.01,177696000,2864459520,4.59
21,28,NASDAQ,USA,14.37,0,0,0,0,0,0,0,1,-0.1,178870000,2847610400,4.04
22,28,NASDAQ,USA,13.53,0,0,0,0,0,0,0,1,-0.06,178870000,2570361900,3.75
2,29,NASDAQ,USA,444.57,0,0,0,0,0,0,0,1,0.32,107947000,36479609180,0.32
3,29,NASDAQ,USA,488.29,0,0,0,0,0,0,0,1,0.1,108171000,48089581470,0.44
4,29,NASDAQ,USA,525.88,0,0,0,0,0,0,0,1,0.08,108171000,52818817590,0.56
5,29,NASDAQ,USA,612.81,0,0,0,0,0,0,0,1,0.17,110673000,58200717240,0.81
6,29,NASDAQ,USA,623.65,0,0,0,0,0,0,0,1,0.02,110673000,67821521130,0.85
7,29,NASDAQ,USA,632.07,0,0,0,0,0,0,0,1,0.01,110673000,69021216450,0.87
8,29,NASDAQ,USA,619.93,0,0,0,0,0,0,0,1,-0.02,110673000,69953083110,0.83
9,29,NASDAQ,USA,559.78,0,0,0,0,0,0,0,1,-0.1,104543000,64809341990,0.66
10,29,NASDAQ,USA,543.56,0,0,0,0,0,0,0,1,-0.03,104543000,58521080540,0.61
11,29,NASDAQ,USA,516.03,0,0,0,0,0,0,0,1,-0.05,104543000,56825393080,0.53
12,29,NASDAQ,USA,483.11,0,0,0,0,0,0,0,1,-0.06,104857000,54109357710,0.43
13,29,NASDAQ,USA,503.84,0,0,0,0,0,0,0,1,0.04,104857000,50657465270,0.49
14,29,NASDAQ,USA,450.57,0,0,0,0,0,0,0,1,-0.11,104857000,52831150880,0.33
15,29,NASDAQ,USA,473.14,0,0,0,0,0,0,0,1,0.05,105283000,47437361310,0.4
16,29,NASDAQ,USA,481.3,0,0,0,0,0,0,0,1,0.02,105283000,49813598620,0.42
17,29,NASDAQ,USA,502.43,0,0,0,0,0,0,0,1,0.04,104674000,50379596200,0.49
18,29,NASDAQ,USA,558.54,0,0,0,0,0,0,0,1,0.11,104695000,52601908850,0.65
19,29,NASDAQ,USA,574.61,0,0,0,0,0,0,0,1,0.03,104695000,58476345300,0.7
20,29,NASDAQ,USA,673.4,0,0,0,0,0,0,0,1,0.17,104695000,60158793950,0.99
21,29,NASDAQ,USA,605.18,0,0,0,0,0,0,0,1,-0.1,105106000,70778380400,0.79
22,29,NASDAQ,USA,546.57,0,0,0,0,0,0,0,1,-0.1,105106000,63608049080,0.62
2,31,NASDAQ,USA,0.02,0,0,0,0,0,0,0,0,-0.09,133558000,2484178800,0
3,31,NASDAQ,USA,0.09,0,0,0,0,0,0,0,0,3.45,134318000,2411008100,3.5
4,31,NASDAQ,USA,0.09,0,0,0,0,0,0,0,0,-0.01,134425000,2395453500,3.5
5,31,NASDAQ,USA,0.04,0,0,0,0,0,0,0,0,-0.53,134425000,3025906750,1
6,31,NASDAQ,USA,0.04,0,0,0,0,0,0,0,0,-0.1,134623000,3348074010,1
7,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,-0.09,134623000,3821946970,0.5
8,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,0,134623000,4185429070,0.5
9,31,NASDAQ,USA,0.04,0,0,0,0,0,0,0,0,0.11,135309000,3869837400,1
10,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,-0.32,135309000,3918548640,0.5
11,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,0,136156000,4751844400,0.5
12,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,0.2,136156000,5698128600,0.5
13,31,NASDAQ,USA,0.07,0,0,0,0,0,0,0,0,1.24,136156000,6238667920,2.5
14,31,NASDAQ,USA,0.05,0,0,0,0,0,0,0,0,-0.31,136156000,5461217160,1.5
15,31,NASDAQ,USA,0.05,0,0,0,0,0,0,0,0,0.02,136156000,6551826720,1.5
16,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,-0.32,136349000,6138431980,0.5
17,31,NASDAQ,USA,0.04,0,0,0,0,0,0,0,0,0.24,136349000,6859718190,1
18,31,NASDAQ,USA,0.03,0,0,0,0,0,0,0,0,-0.37,136552000,7246814640,0.5
19,31,NASDAQ,USA,0.02,0,0,0,0,0,0,0,0,-0.2,136552000,7671491360,0
20,31,NASDAQ,USA,0.02,0,0,0,0,0,0,0,0,0,136552000,7749326000,0
21,31,NASDAQ,USA,0.02,0,0,0,0,0,0,0,0,0,136385000,8472236200,0
22,31,NASDAQ,USA,0.02,0,0,0,0,0,0,0,0,0,136385000,8817290250,0
2,32,NASDAQ,USA,50.88,0,0,0,0,0,0,0,1,-0.01,19810000,1021007400,-0.01
3,32,NASDAQ,USA,51.43,0,0,0,0,0,0,0,1,0.01,19924000,1013733120,0
4,32,NASDAQ,USA,46.37,0,0,0,0,0,0,0,1,-0.1,19924000,1024691320,-0.1
5,32,NASDAQ,USA,51.49,0,0,0,0,0,0,0,1,0.11,19924000,923875880,0
6,32,NASDAQ,USA,50.21,0,0,0,0,0,0,0,1,-0.02,20004000,1030005960,-0.03
7,32,NASDAQ,USA,45.85,0,0,0,0,0,0,0,1,-0.09,20004000,1004400840,-0.11
8,32,NASDAQ,USA,52.19,0,0,0,0,0,0,0,1,0.14,20004000,917183400,0.01
9,32,NASDAQ,USA,45.78,0,0,0,0,0,0,0,1,-0.12,20072000,1047557680,-0.11
10,32,NASDAQ,USA,43.63,0,0,0,0,0,0,0,1,-0.05,20072000,918896160,-0.15
11,32,NASDAQ,USA,41.2,0,0,0,0,0,0,0,1,-0.06,20072000,875741360,-0.2
12,32,NASDAQ,USA,42.1,0,0,0,0,0,0,0,1,0.02,20079000,827254800,-0.18
13,32,NASDAQ,USA,48.06,0,0,0,0,0,0,0,1,0.14,20079000,845325900,-0.07
14,32,NASDAQ,USA,49.32,0,0,0,0,0,0,0,1,0.03,20143000,968072580,-0.04
15,32,NASDAQ,USA,49.32,0,0,0,0,0,0,0,1,0,20172000,994883040,-0.04
16,32,NASDAQ,USA,50.74,0,0,0,0,0,0,0,1,0.03,20172000,994883040,-0.02
17,32,NASDAQ,USA,48.66,0,0,0,0,0,0,0,1,-0.04,20172000,1023527280,-0.06
18,32,NASDAQ,USA,44.01,0,0,0,0,0,0,0,1,-0.1,20195000,982688700,-0.15
19,32,NASDAQ,USA,42.25,0,0,0,0,0,0,0,1,-0.04,20195000,888781950,-0.18
20,32,NASDAQ,USA,57.2,0,0,0,0,0,0,0,1,0.35,20195000,853238750,0.11
21,32,NASDAQ,USA,56.81,0,0,0,0,0,0,0,1,-0.01,20215000,1156298000,0.1
22,32,NASDAQ,USA,61.2,0,0,0,0,0,0,0,1,0.08,20215000,1148414150,0.19
2,33,NASDAQ,USA,1.96,0,0,0,0,0,0,0,1,-0.2,3925000,9616250,-0.2
3,33,NASDAQ,USA,1.58,0,0,0,0,0,0,0,1,-0.2,3925000,7693000,-0.36
4,33,NASDAQ,USA,1.48,0,0,0,0,0,0,0,1,-0.06,3925000,6183052.5,-0.4
5,33,NASDAQ,USA,1.54,0,0,0,0,0,0,0,1,0.04,6198000,9173040,-0.37
6,33,NASDAQ,USA,1.64,0,0,0,0,0,0,0,1,0.06,10523000,16205420,-0.33
7,33,NASDAQ,USA,1.62,0,0,0,0,0,0,0,1,-0.01,11906000,19525840,-0.34
8,33,NASDAQ,USA,1.08,0,0,0,0,0,0,0,1,-0.33,14504000,23496480,-0.56
9,33,NASDAQ,USA,0.81,0,0,0,0,0,0,0,1,-0.25,15213000,16430040,-0.67
10,33,NASDAQ,USA,0.69,0,0,0,0,0,0,0,1,-0.16,15421000,12554236.1,-0.72
11,33,NASDAQ,USA,0.7,0,0,0,0,0,0,0,1,0.02,15421000,10578806,-0.71
12,33,NASDAQ,USA,0.73,0,0,0,0,0,0,0,1,0.04,17677000,12412789.4,-0.7
13,33,NASDAQ,USA,1.04,0,0,0,0,0,0,0,1,0.42,17677000,12946634.8,-0.58
14,33,NASDAQ,USA,1.47,0,0,0,0,0,0,0,1,0.41,30429000,31646160,-0.4
15,33,NASDAQ,USA,1.21,0,0,0,0,0,0,0,1,-0.18,36452000,53584440,-0.51
16,33,NASDAQ,USA,1.1,0,0,0,0,0,0,0,1,-0.09,48794000,59040740,-0.55
17,33,NASDAQ,USA,1.18,0,0,0,0,0,0,0,1,0.07,49814000,54795400,-0.52
18,33,NASDAQ,USA,1.31,0,0,0,0,0,0,0,1,0.11,49819000,58786420,-0.47
19,33,NASDAQ,USA,1.13,0,0,0,0,0,0,0,1,-0.14,65340000,85595400,-0.54
20,33,NASDAQ,USA,1.07,0,0,0,0,0,0,0,1,-0.05,65340000,73834200,-0.56
21,33,NASDAQ,USA,1.33,0,0,0,0,0,0,0,1,0.24,65403000,69981210,-0.46
22,33,NASDAQ,USA,1.25,0,0,0,0,0,0,0,1,-0.06,65403000,86985990,-0.49
2,34,NYSE,USA,58.68,0,0,0,0,0,0,0,0,0.07,51624000,2843966160,0.07
3,34,NYSE,USA,57.86,0,0,0,0,0,0,0,0,-0.01,52000000,3051360000,0.05
4,34,NYSE,USA,73.95,0,0,0,0,0,0,0,0,0.28,52000000,3008720000,0.34
5,34,NYSE,USA,83.49,0,0,0,0,0,0,0,0,0.13,52266000,3865070700,0.52
6,34,NYSE,USA,79.08,0,0,0,0,0,0,0,0,-0.05,52428000,4377213720,0.44
7,34,NYSE,USA,111.24,0,0,0,0,0,0,0,0,0.41,52428000,4146006240,1.02
8,34,NYSE,USA,114.05,0,0,0,0,0,0,0,0,0.03,52428000,5832090720,1.07
9,34,NYSE,USA,103.33,0,0,0,0,0,0,0,0,-0.09,52925000,6036096250,0.88
10,34,NYSE,USA,89.97,0,0,0,0,0,0,0,0,-0.13,52925000,5468740250,0.63
11,34,NYSE,USA,81.93,0,0,0,0,0,0,0,0,-0.09,52925000,4761662250,0.49
12,34,NYSE,USA,89.6,0,0,0,0,0,0,0,0,0.09,52999000,4342208070,0.63
13,34,NYSE,USA,106.85,0,0,0,0,0,0,0,0,0.19,52999000,4748710400,0.94
14,34,NYSE,USA,96,0,0,0,0,0,0,0,0,-0.1,52999000,5662943150,0.74
15,34,NYSE,USA,92.91,0,0,0,0,0,0,0,0,-0.03,53300000,5116800000,0.69
16,34,NYSE,USA,60.98,0,0,0,0,0,0,0,0,-0.34,53300000,4952103000,0.11
17,34,NYSE,USA,60.65,0,0,0,0,0,0,0,0,-0.01,53577000,3267125460,0.1
18,34,NYSE,USA,62.99,0,0,0,0,0,0,0,0,0.04,53585000,3249930250,0.14
19,34,NYSE,USA,65.9,0,0,0,0,0,0,0,0,0.05,53585000,3375319150,0.2
20,34,NYSE,USA,63.08,0,0,0,0,0,0,0,0,-0.04,53585000,3531251500,0.15
21,34,NYSE,USA,50.07,0,0,0,0,0,0,0,0,-0.21,53701000,3387459080,-0.09
22,34,NYSE,USA,52.59,0,0,0,0,0,0,0,0,0.05,53701000,2688809070,-0.05
2,35,NYSE,USA,10.97,0,0,0,0,0,0,0,0,-0.16,35991000,469322640,-0.16
3,35,NYSE,USA,11.54,0,0,0,0,0,0,0,0,0.05,36427000,399604190,-0.12
4,35,NYSE,USA,17.6,0,0,0,0,0,0,0,0,0.53,37310000,430557400,0.35
5,35,NYSE,USA,13.33,0,0,0,0,0,0,0,0,-0.24,37437000,658891200,0.02
6,35,NYSE,USA,14.92,0,0,0,0,0,0,0,0,0.12,37634000,501661220,0.14
7,35,NYSE,USA,12.51,0,0,0,0,0,0,0,0,-0.16,37634000,561499280,-0.04
8,35,NYSE,USA,12.93,0,0,0,0,0,0,0,0,0.03,38522000,481910220,-0.01
9,35,NYSE,USA,12.75,0,0,0,0,0,0,0,0,-0.01,38624000,499408320,-0.02
10,35,NYSE,USA,12.03,0,0,0,0,0,0,0,0,-0.06,38624000,492456000,-0.08
11,35,NYSE,USA,12.5,0,0,0,0,0,0,0,0,0.04,38624000,464646720,-0.04
12,35,NYSE,USA,11.66,0,0,0,0,0,0,0,0,-0.07,38624000,482800000,-0.11
13,35,NYSE,USA,24.95,0,0,0,0,0,0,0,0,1.14,39756000,463554960,0.91
14,35,NYSE,USA,17.75,0,0,0,0,0,0,0,0,-0.29,39756000,991912200,0.36
15,35,NYSE,USA,15.21,0,0,0,0,0,0,0,0,-0.14,40529000,719389750,0.17
16,35,NYSE,USA,24.13,0,0,0,0,0,0,0,0,0.59,40529000,616446090,0.85
17,35,NYSE,USA,21.51,0,0,0,0,0,0,0,0,-0.11,40529000,977964770,0.65
18,35,NYSE,USA,8.68,0,0,0,0,0,0,0,0,-0.6,40907000,879909570,-0.33
19,35,NYSE,USA,8.03,0,0,0,0,0,0,0,0,-0.07,42739000,370974520,-0.38
20,35,NYSE,USA,11.58,0,0,0,0,0,0,0,0,0.44,42739000,343194170,-0.11
21,35,NYSE,USA,10.99,0,0,0,0,0,0,0,0,-0.05,43028000,498264240,-0.16
22,35,NYSE,USA,10.1,0,0,0,0,0,0,0,0,-0.08,43028000,472877720,-0.23
2,36,TYO,Japan,17.3,0,0,0,0,0,0,0,0,-0.1,1576356908,60044144801,-0.1
3,36,TYO,Japan,15.18,0,0,0,0,0,0,0,0,-0.12,1576356908,55295828150,-0.21
4,36,TYO,Japan,17.94,0,0,0,0,0,0,0,0,0.18,1576373908,47187632267,-0.07
5,36,TYO,Japan,19.5,0,0,0,0,0,0,0,0,0.09,1576373908,56193343667,0.01
6,36,TYO,Japan,17.93,0,0,0,0,0,0,0,0,-0.08,1576373908,60257508098,-0.07
7,36,TYO,Japan,18.2,0,0,0,0,0,0,0,0,0.02,1576373908,55589876419,-0.05
8,36,TYO,Japan,18.61,0,0,0,0,0,0,0,0,0.02,1576387908,57870766792,-0.03
9,36,TYO,Japan,17.84,0,0,0,0,0,0,0,0,-0.04,1576387908,58924121676,-0.07
10,36,TYO,Japan,15.39,0,0,0,0,0,0,0,0,-0.14,1576387908,56097655220,-0.2
11,36,TYO,Japan,17.83,0,0,0,0,0,0,0,0,0.16,1576387908,49727125427,-0.07
12,36,TYO,Japan,18.2,0,0,0,0,0,0,0,0,0.02,1576387908,56676007223,-0.05
13,36,TYO,Japan,17.63,0,0,0,0,0,0,0,0,-0.03,1576387908,57028818876,-0.08
14,36,TYO,Japan,16.71,0,0,0,0,0,0,0,0,-0.05,1576387908,55656827462,-0.13
15,36,TYO,Japan,18.26,0,0,0,0,0,0,0,0,0.09,1576387908,52354683328,-0.05
16,36,TYO,Japan,16.7,0,0,0,0,0,0,0,0,-0.09,1577850120,59105600975,-0.13
17,36,TYO,Japan,17.09,0,0,0,0,0,0,0,0,0.02,1577850120,52541251000,-0.11
18,36,TYO,Japan,16.83,0,0,0,0,0,0,0,0,-0.02,1577850120,52408874867,-0.12
19,36,TYO,Japan,16.5,0,0,0,0,0,0,0,0,-0.02,1578368120,53498972483,-0.14
20,36,TYO,Japan,16.59,0,0,0,0,0,0,0,0,0.01,1582252525,53032571546,-0.14
21,36,TYO,Japan,16.38,0,0,0,0,0,0,0,0,-0.01,1582252525,53558772573,-0.15
22,36,TYO,Japan,14.31,0,0,0,0,0,0,0,0,-0.13,1582252525,51382331577,-0.26
2,37,NYSE,USA,9.5,0,0,0,0,0,0,0,0,-0.43,7104000,119063040,-0.43
